parent_asin,title,family,leaf_category,quality_tier,predicted_pool_member,selection_frequency,rating_number,test_event_count,max_history_length,quality_history_13,quality_history_10_rating_4,quality_catalog_history,average_rating,metadata_nonempty_count
B09CHDM72F,Men’s Running Cycling Jackets Waterproof Hooded Packable Windbreaker Lightweight Reflective Rain Windproof Bike Raincoat,clothing,Jackets,high_confidence,True,1.0,626.0,10.0,14,1,2,0,4.5,8.0
B09CQGSBTN,"Bycobecy Clear Crossbody Bags for Women, Stadium Approved Messenger Shoulder Bags with Adjustable Straps",unclassified,Women,high_confidence,True,1.0,806.0,7.0,12,0,1,1,4.7,9.0
B09CX17VFV,"Swarovski Emily Tennis Bracelet Jewelry Collection, Clear Crystals, Blue Crystals, Pink Crystals (Amazon Exclusive)",jewelry,Link,high_confidence,True,1.0,2597.0,5.0,8,0,0,0,4.6,8.0
B09D82VVYT,CM C&M WODRO Christmas Movie Long Sleeve Shirt Women Tops This is My Xmas Watching Sweatshirt Tree Truck Graphic Pullover Tee,clothing,Fashion Hoodies & Sweatshirts,high_confidence,True,1.0,138.0,6.0,22,3,2,2,4.4,8.0
B09D8NZQT7,Tee Luv Men's Distressed Blue Moon Beer Logo Shirt,clothing,T-Shirts,high_confidence,True,1.0,509.0,12.0,17,1,1,3,4.6,8.0
B09DCBFKQK,Willit Men's Golf Vest Lightweight Fleece Lined Vest Softshell Outerwear Sleeveless Jacket for Hiking Runing Causal,clothing,Vests,high_confidence,True,1.0,762.0,13.0,26,5,5,2,4.5,8.0
B09DCLDB53,YESNO Cardigan Sweaters for Women Open Front Sweater Graphic V Neck Knit Tops with Pockets S01TYP3,clothing,Cardigans,high_confidence,True,1.0,3451.0,129.0,143,37,45,32,4.4,8.0
B09DJ159SZ,Carhartt Men's Loose Fit Midweight Logo Graphic Sweatshirt,clothing,Active Sweatshirts,high_confidence,True,1.0,1886.0,6.0,17,2,3,1,4.8,9.0
B09DXZYFFX,"Jewlpire Diamond Cut Miami Mens Cuban Link Chain Necklace, Gold Chain | Silver Chain for Men Boys Women, Hip-Hop & Cool Style, 316L Stainless Steel/18K Gold Plated, 4/6/10mm, 18/20/22/24/26/30 Inch",jewelry,Necklaces,high_confidence,True,1.0,6154.0,41.0,33,5,9,4,4.4,9.0
B09DYRGJMB,Soft Womens Pajama Sets Cotton Long Sleeve Pj Sets Comfy 2 Piece Sleepwear Cozy Loungewear Nightwear With Pockets,clothing,Sets,high_confidence,True,1.0,531.0,14.0,21,2,2,4,4.4,8.0
B09DYXPWPD,MANSHU 4 PCS Women Soft Chiffon Scarves Shawl Long Scarf Wrap Scarves.,accessories,Fashion Scarves,high_confidence,True,1.0,2402.0,6.0,49,2,2,1,4.6,9.0
B09DZJ5X78,JBU Womens Samaria Mules Flats Casual Casual - Brown,shoes,Mules & Clogs,high_confidence,True,1.0,182.0,12.0,37,4,2,5,4.3,8.0
B09F3QLYHD,PIIRESO Women's Open Front Waffle Knit Cardigan Sweater Long Sleeve Loose Outwear with Pockets,clothing,Cardigans,high_confidence,True,1.0,704.0,9.0,13,2,2,2,4.5,8.0
B09F65TGC4,"Fossil Men's Gen 6 44mm Touchscreen Smart Watch with Alexa Built-In, Fitness Tracker, Sleep Tracker, Heart Rate Monitor, GPS, Speaker, Music Control, Smartphone Notifications",watches,Smartwatches,high_confidence,True,1.0,2907.0,32.0,24,4,3,2,4.2,9.0
B09FK4W3G5,"JASGOOD Rhinestone Studded Belt for Men Women, Western Leather Belt for Cowgirl Cowboy Vintage Bling Belt for Pants Dress",accessories,Belts,high_confidence,True,1.0,416.0,8.0,16,1,2,1,4.5,8.0
B09FPQCD67,MULA 925 Sterling Silver Charms for Bracelets and Necklaces Family Letters Dangle Pendants Airplane Travel Beads Family Tree Charms Jewelry Gift for Women Girls,jewelry,Bead,high_confidence,True,1.0,2953.0,24.0,13,2,3,4,4.4,8.0
B09FT7XZSV,FITTIN Cross Back Sports Bras for Women - Seamless Sports Bra with Removable Padded for Yoga Gym Workout,clothing,Sports Bras,high_confidence,True,1.0,6623.0,55.0,31,4,6,9,4.4,8.0
B09FWWS612,SheIn Women's Plus Asymmetrical Side Split High Waist Midi Ruched Satin Skirt,clothing,Skirts,high_confidence,True,1.0,1103.0,11.0,20,1,3,1,4.0,8.0
B09FXYPY7T,Winter Snow Boots for Women Waterproof Insulated Non Slip Outdoor Lined Suede Classic Short Mini Ankle Warm Shoes,boot shop,Snow & Cold Weather,high_confidence,True,1.0,615.0,8.0,13,1,1,2,4.2,8.0
B09G35JD7R,Toddler Winter Hat Cotton Lined Warm Baby Girls Boys Faux Fur Pom Pom Kids Beanie Chunky Knitted Beanies Thick Snow Caps,accessories,Hats & Caps,high_confidence,True,1.0,277.0,4.0,18,1,1,0,4.7,8.0
B09GC1ZHD2,Kanu Surf Girls' Alania Flounce Bikini Beach Sport 2 Piece Swimsuit,clothing,Sets,high_confidence,True,1.0,7320.0,31.0,30,2,3,4,4.6,9.0
B09GF1RWH5,Hey Dude Men's Wally Funk-Multiple Colors and Size | Men’s Shoes | Comfortable & Light-Weight,shoes,Loafers & Slip-Ons,high_confidence,True,1.0,38158.0,20.0,24,4,3,7,4.7,8.0
B09GNFWBJH,PRETTYGARDEN Women's Casual Long Sleeve Midi Fall Dress Boho Pleated V Neck Ruffled Vintage Floral Print Flowy Long Dresses,clothing,Dresses,high_confidence,True,1.0,653.0,9.0,29,2,2,1,4.0,8.0
B09H227YL1,AMVELOP Adjustable Camisole for Women Spaghetti Strap Tank Top Camisoles,clothing,Tanks & Camis,high_confidence,True,1.0,4241.0,23.0,13,1,1,3,4.3,8.0
B09HCNNQKS,Christmas Beaded Earrings Hypoallergenic Christmas Tree Snowflake Dangling Earrings Cute Xmas Santa Hat Bell Car Bead Drop Dangle Earrings Handmade Christmas Holiday Jewelry Gift for Women,jewelry,Drop & Dangle,high_confidence,True,1.0,266.0,3.0,25,2,2,1,4.6,8.0
B09HNJVPMH,"Aenmt Sun Hat for Men/Women, Wide Brim UV Protection Bucket hat, Waterproof Mens Boonie Hat for Fishing Hiking Garden Beach",accessories,Sun Hats,high_confidence,True,1.0,447.0,7.0,12,0,1,2,4.4,8.0
B09J1WMJDW,Corkys Women's Carley Cognac Smooth Wedge Sandal,shoes,Platforms & Wedges,high_confidence,True,1.0,192.0,7.0,19,1,2,3,4.6,8.0
B09J2X3PPD,Sloggers Women's Waterproof Rain Garden Shoe Comfort,shoes,Rain Footwear,high_confidence,True,1.0,1233.0,7.0,10,0,1,0,4.6,8.0
B09K8MQ55L,"Little Vintage Girls Distressed Ripped Jeans for Women high Waist mom Jeans Boyfriend Jean,Wax Jeans,Cotton Baggy Jeans",clothing,Jeans,high_confidence,True,1.0,342.0,7.0,16,2,2,1,4.1,9.0
B09KJ768BN,Saucony Women's Hurricane 23 Running Shoe,shoes,Road Running,high_confidence,True,1.0,425.0,8.0,31,2,2,1,4.6,9.0
B09KKVMMLX,Weatherproof Mens Puffer Jackets - Packable Travel Neck Pillow Alternative Down Puffer Jacket Men (S-3XL),clothing,Down & Down Alternative,high_confidence,True,1.0,316.0,11.0,17,4,3,2,4.4,8.0
B09KMD9JJW,"PORI JEWELERS 14K Yellow Gold 2.5mm, 3.5mm, 4.5mm, or 5.5mm Figaro Link Chain Necklace- Made in Italy- Multiple Lengths Available",jewelry,Chains,high_confidence,True,1.0,626.0,6.0,9,0,0,1,3.7,9.0
B09KMNWJT9,"HMYDPH Sterling Silver Huggie Earrings, Small Cuff Gold Plated Silver Hoop Earrings for Women Girl Hypoallergenic Jewerly",jewelry,Hoop,high_confidence,True,1.0,918.0,21.0,12,0,6,3,4.4,9.0
B09KTF8PKB,"Disney Mickey Mouse and Friends Boys’ Short Sleeve T-Shirt and Shorts Set for Infant, Toddler and Little Kids",clothing,Short Sets,high_confidence,True,1.0,901.0,6.0,9,0,0,2,4.6,9.0
B09KTSK8BK,GEMSME 18K Gold Plated Princess Cut Clear Cubic Zirconia Stud Earrings Pack of 5,jewelry,Stud,high_confidence,True,1.0,4528.0,9.0,16,2,2,1,4.5,8.0
B09KZZYDM2,gloryinterest Cowboy Boots for Women Mid Calf Cowgirl Western Boots Sunflower Embroidery Stitched Square Toe Low Heel Black Brown Yellow US6-10.5,boot shop,Western,high_confidence,True,1.0,1235.0,16.0,41,2,2,4,4.0,8.0
B09L5KY5CH,NYDJ Women's Ami Skinny Legging Denim Jeans,clothing,Jeans,high_confidence,True,1.0,774.0,18.0,25,6,2,3,4.1,9.0
B09M5XXWR3,AWULIFFAN Women's Summer Sleeveless V-Neck T-Shirt Tunic Tops Blouse Shirts,clothing,Tunics,high_confidence,True,1.0,14841.0,122.0,36,16,18,23,4.4,8.0
B09M7HPXDL,Anna-Kaci Renaissance Peasant Maiden Boho Inspired Cap Sleeve Lace Trim Dress,clothing,Casual,high_confidence,True,1.0,3818.0,31.0,41,5,8,6,4.4,8.0
B09M87PRJK,IRELIA Winter Girls Cotton Warm Fleece Lined Leggings,clothing,Leggings,high_confidence,True,1.0,559.0,4.0,22,1,1,0,4.6,8.0
B09MK2LZ5V,BALEAF Women's Hiking Pants Fleece Lined Waterproof Cold Weather Insulated Ski Snow Pant Warm Winter Soft Shell,clothing,Pants,high_confidence,True,1.0,2040.0,37.0,29,6,8,7,4.4,8.0
B09MK7FQPY,Yonique Womens Strapless One Piece Swimsuit Tummy Control Bandeau Bathing Suits Slimming Twist Front Swimwear,clothing,One-Pieces,high_confidence,True,1.0,505.0,12.0,31,1,1,3,4.2,8.0
B09MKCYGJL,BALEAF Women's Long Sleeve Shirts UPF 50+ Sun Protection Full Zip Athletic Jackets Running Lightweight Zipper Pockets,clothing,Jackets,high_confidence,True,1.0,1082.0,14.0,10,0,1,1,4.3,8.0
B09MKQ84JV,BALEAF Women's Pleated Tennis Skirts Athletic Golf Skorts Skirts with Shorts Pockets for Running Workout Sports,clothing,Women,high_confidence,True,1.0,2797.0,15.0,37,1,1,2,4.3,8.0
B09MMRCQSS,Geifa Crewneck Sweatshirts for Women Oversized Sweaters Long Sleeve Shirts Tunic Tops for Leggings,clothing,Fashion Hoodies & Sweatshirts,high_confidence,True,1.0,1455.0,24.0,34,2,7,7,4.3,8.0
B09MVF4SDH,INTO THE AM Mens T Shirt - Short Sleeve Crew Neck Soft Fitted Tees S - 4XL Fresh Classic Tshirts,clothing,T-Shirts,high_confidence,True,1.0,5630.0,128.0,46,15,20,28,4.4,8.0
B09MVGR2ZW,Dalinner Beaded Anklets for Women Handmade Boho Elastic Beaded Ankle Bracelets Set Colorful Anklets for Teen Cute Anklets,jewelry,Anklets,high_confidence,True,1.0,1074.0,9.0,17,2,3,1,4.4,8.0
B09MW845GT,Just Quella Women's Club & Night Out Sexy Dresses Spaghetti Straps Backless Bodycon Mini Dress,clothing,Club & Night Out,high_confidence,True,1.0,1771.0,8.0,24,1,0,1,4.1,9.0
B09N6S5VY6,"Levi's Men's 512 Slim Taper Fit Jeans, Pewter-Corduroy, 36W x 32L",clothing,Jeans,high_confidence,True,1.0,1.0,46.0,33,10,12,6,4.0,9.0
B09N76ZKV1,Trish Lucia Women's Square Open Toe Flat Sandals Braided Strap Slip-on Slides Mules Woven Leather Slipper,shoes,Slides,high_confidence,True,1.0,285.0,6.0,27,1,2,1,3.8,8.0
B09N8SYG7Q,AUROLA Workout Leggings for Women Seamless Scrunch Tights Tummy Control Gym Fitness Girl Sport Active Yoga Pants,clothing,Clothing,high_confidence,True,1.0,11600.0,184.0,52,20,23,24,4.3,8.0
B09NMYN81X,WOWORAMA Colorful Christmas Earrings for Women Crystal Christmas Light Bulb Earrings Cute Reindeer Earrings Christmas Tree Gingerbread Pom Hat Earrings Gifts,jewelry,Drop & Dangle,high_confidence,True,1.0,339.0,12.0,34,3,5,4,4.7,8.0
B09NNXKKG7,Scurtain Unisex Adults Rubber Sole Slippers,shoes,Slippers,high_confidence,True,1.0,9511.0,231.0,35,35,54,54,4.4,8.0
B09NR6KTX5,Golf Shirts for Men Dry Fit Short Sleeve Print Performance Moisture Wicking Polo Shirt,clothing,Polos,high_confidence,True,1.0,3524.0,75.0,28,10,15,13,4.7,8.0
B09NX8D6DH,"Simple Joys by Carter's Baby Boys' Cotton Footless Sleep and Play, Pack of 2",clothing,Footies,high_confidence,True,1.0,2967.0,5.0,21,2,2,1,4.8,9.0
B09P3SVBZF,CHAMA Women's 3/4 Sleeve Shrugs Chiffon Open Front Bolero Cardigan Mesh Sheer Shawl,clothing,Shrugs,high_confidence,True,1.0,816.0,12.0,35,2,1,2,4.0,8.0
B09P4N3MFF,"CLASICOMIS Long Necklaces for Women, Gold Silver Moon and Star Bar Human Face Fishtail Simple Chain Pendant Necklace for Girls",jewelry,Y-Necklaces,high_confidence,True,1.0,257.0,7.0,31,3,2,1,4.4,8.0
B09P81G2K9,MIROL Women's Cap Sleeve Tank Tops U Neck Solid Color Casual Shirts Loose Fit Basic Blouse,clothing,Tanks & Camis,high_confidence,True,1.0,2756.0,23.0,37,4,5,7,4.1,8.0
B09P8D9QRS,MakeMeChic Women's Drawstring Sheer Mesh Bikini Bottom Beach Cover Up Shorts,clothing,Cover-Ups,high_confidence,True,1.0,337.0,4.0,28,2,0,0,4.5,8.0
B09P8N1RB5,Sorel Women's Ella II Sandals,shoes,Sandals,high_confidence,True,1.0,639.0,11.0,17,1,2,3,4.4,8.0
B09PBMG996,"AIJIVOU Women's Rhinestone Flat Sandals, Women Flip Flops with Clip Toe RingBeadeed Rhinestone Crystal Jeweled Sandal Shoes for Summer Beach Oceanside Holiday Outdoor",shoes,Flats,high_confidence,True,1.0,4617.0,50.0,41,6,8,8,4.2,8.0
B09PBRSYYQ,Paz Creations 925 Sterling Silver Spinner Rings for Women With Natural Gemstones - Hammered Pattern Thick Band - Handcrafted Artisan Jewelry - Fidget Rings - Gift For Her,jewelry,Bands,high_confidence,True,1.0,498.0,6.0,20,1,3,1,4.6,8.0
B09PD1NWB3,Wasoie Kids Mirabel Madrigal Dress Costume Cosplay Mirabel Princess Dress Outfits Embroidery Skirt with Bag Suit for Girls,costumes & accessories,Costumes,high_confidence,True,1.0,204.0,4.0,16,1,1,0,4.4,8.0
B09PHG92JB,"Adabele 1pc Natural Stretch Gemstone Bracelet 6mm (0.24 Inch) Bead 7"" 7.5"" 8 inch Healing Crystal Quartz Energy Chakras Jewelry Women Men Girl Birthday Gift",jewelry,Stretch,high_confidence,True,1.0,1777.0,24.0,58,5,10,4,4.5,9.0
B09PLBLL6H,fenglaoda 8 Pairs Compression Socks for Men & Women 20-30 mmHg Knee High Nurse Pregnant Running Medical and Travel Athletic,clothing,Compression Socks,high_confidence,True,1.0,4081.0,81.0,65,17,15,16,4.5,8.0
B09PZH1MRM,LONECONE Unisex Toddler Sneakers and Kids' Sneakers in 7 Fun Patterns,shoes,Sneakers,high_confidence,True,1.0,273.0,5.0,22,1,0,1,4.6,8.0
B09Q11H2ST,Byinns Womens Square Neck Sleeveless Ruffle Dress High Waist Backless Tiered Smocked Strappy Casual Short Mini Dresses,clothing,Casual,high_confidence,True,1.0,1059.0,8.0,29,1,0,1,4.3,8.0
B09Q7G1MMW,luvamia Women's Casual 3/4 Tiered Bell Sleeve Crewneck Loose Tops Blouses Shirt,clothing,Blouses & Button-Down Shirts,high_confidence,True,1.0,19935.0,111.0,30,15,16,22,4.2,8.0
B09QFQ7YWQ,"MFXIP Travel Jewelry Case Small Jewelry Box Travel Jewelry Organizer Box for Women Girls, Portable Small Jewelry Case for Earrings Necklace Ring Bracelets","shoe, jewelry & watch accessories",Jewelry Boxes,high_confidence,True,1.0,361.0,5.0,15,1,1,1,4.6,8.0
B09QHC6T6N,Crocs Women's Kadie II Flip Flops,shoes,Flip-Flops,high_confidence,True,1.0,34704.0,280.0,41,29,39,65,4.4,9.0
B09QHVJ4BZ,"TYKLSM 2-pack Travel Duffel Bags, Lightweight Waterproof Large Duffle Bag for Travel, Foldable Sports Breathable Weekender Bags for Women (Pink+Light Blue)",luggage,Travel Duffels,high_confidence,True,1.0,392.0,10.0,18,1,1,1,3.8,7.0
B09QKTM28X,CUPSHE Women V Neck One Piece Swimsuit Wrapped Mesh Tummy Control Bathing Suit with Adjustable Spaghetti Straps,clothing,One-Pieces,high_confidence,True,1.0,1287.0,15.0,12,0,1,2,4.0,8.0
B09QM6BZ99,Women's Lightweight Hiking Cargo Shorts Quick Dry Athletic Shorts for Camping Travel Golf with Zipper Pockets Water Resistant,clothing,Shorts,high_confidence,True,1.0,1292.0,25.0,19,3,6,4,4.4,8.0
B09QT6D6R3,Wrangler Women's Western Plus Size Mid Rise Stretch Boot Cut Jean,clothing,Jeans,high_confidence,True,1.0,7089.0,45.0,28,7,5,15,4.3,9.0
B09RZSB9M4,DIPUG Ballet Tights for Girls Dance Tights Toddler Ballet Tights Girls Thick Soft Footed Kids Ballet Tights,clothing,Tights,high_confidence,True,1.0,4683.0,42.0,15,3,6,5,4.6,8.0
B09S11CHMC,POLIVA Hiking Shorts Women Cargo Golf Casual Shorts Lightweight Water Resistant Quick Dry for Athletic Walking Travel,clothing,Shorts,high_confidence,True,1.0,1021.0,17.0,19,3,1,3,4.4,8.0
B09SH7SS4K,Feidoog Toddler Baby Boys 2 Pack Sweatpants Solid Cotton Elastic Waist Trousers Active Jogger Pants,westlake,Westlake,high_confidence,True,1.0,143.0,4.0,15,1,1,1,4.5,8.0
B09SKWZYD1,Plusashion Women's Plus Size Tops Dressy Casual Tunics Blouses Lace Summer Cold Shoulder Shirts Short Sleeve,clothing,Tunics,high_confidence,True,1.0,478.0,12.0,14,1,2,5,4.5,8.0
B09SS262CG,Heated Hoodie with USB 5V 10000mAh Battery Pack Men and Women (Unisex) Washable Zip Fleece Hooded Sweatshirt,clothing,Active Hoodies,high_confidence,True,1.0,588.0,9.0,12,0,0,2,3.9,8.0
B09ST32568,Komfyea Boys And Girls Winter Zipper Lace Up Waterproof Autumn Ankle Boots(Toddler/Little Kids),shoes,Boots,high_confidence,True,1.0,565.0,5.0,15,1,1,1,4.7,8.0
B09TQFV6DW,SYROKAN Women's High Impact Front Closure Racerback Full Support Wirefree Sports Bra,clothing,Sports Bras,high_confidence,True,1.0,2481.0,16.0,21,2,2,3,3.3,8.0
B09TSLQ3B5,Wrangler Men’s 13MWZ Cowboy Cut Original Fit Jean,clothing,Jeans,high_confidence,True,1.0,36707.0,269.0,37,25,31,47,4.5,9.0
B09TXBS2T6,SNUG STAR Canvas Handbag Multi-Color Striped Lattice Cross Body Shoulder Purse Bag Tote-Handbag for Women,bags,Shoulder Bags,high_confidence,True,1.0,7807.0,81.0,33,14,20,17,4.3,9.0
B09TYMKX6L,The Drop Women's @Caralynmirand Long-Sleeve Knit Moto Jacket,clothing,"Coats, Jackets & Vests",high_confidence,True,1.0,470.0,9.0,16,2,1,3,4.0,9.0
B09TZNPKQ3,Gold Hoop Earrings for Women Sterling Silver Post Small Gold Hoop Earrings 14k Real Gold Tiny Hypoallergenic Small Hoop Earrings Set for Women Men Girls 13/15 /20mm PABBEU,jewelry,Hoop,high_confidence,True,1.0,1532.0,32.0,18,4,7,7,4.4,8.0
B09V5CMRQX,CATHY Women's Casual Long Sleeve Ruffle Tunic Tops Loose T Shirt Blouse for Leggings,clothing,Tunics,high_confidence,True,1.0,8395.0,60.0,24,9,12,12,4.4,8.0
B09VCG2YGK,"LongLuck Classic Devil's Eye Clasp Snake Chain Bracelet ,925 Sterling Silver Cubic Zirconia Stone Charm Bracelets Fit Any Charm , gifts for Teen Girls Women",jewelry,Snake,high_confidence,True,1.0,138.0,3.0,20,2,2,1,4.1,9.0
B09VD2299T,TheMogan Women's Distressed Destructed Washed Denim Mid~High Rise Relaxed Boyfriend Jeans,clothing,Jeans,high_confidence,True,1.0,2603.0,42.0,20,6,12,8,4.5,8.0
B09VG8FGYC,Tarsus Graduation Gifts 2023 Compass Bracelets for Women Men Her Him 1/3/5 pcs,jewelry,Bracelets,high_confidence,True,1.0,761.0,8.0,14,2,1,2,4.5,8.0
B09VRSZ81X,Hey Dude Men's Wally Flow Multiple Colors | Men’s Shoes | Men's Lace Up Loafers | Comfortable & Light-Weight,shoes,Loafers & Slip-Ons,high_confidence,True,1.0,1545.0,6.0,9,0,0,1,4.8,8.0
B09WVN21NG,VARECOLA Women Slip On Clear Straps Espadrille Wedge Heel Sandals Slide Peep Toe Mule Platform Sandals,shoes,Platforms & Wedges,high_confidence,True,1.0,361.0,5.0,17,1,2,0,4.4,8.0
B09X1V17QL,JoycuFF Initial Necklace for Women Gold Pendant Necklaces 16 18 20 22 24 Inches Trendy Handmade Square Stainless Steel Christmas Birthday Jewelry,jewelry,Necklaces,high_confidence,True,1.0,1162.0,6.0,11,0,1,1,4.5,8.0
B09X4GG71T,Mishansha Women's Walking Shoes Mesh Slip On Sock Sneakers Arch Support Air Cushion Casual Sport Shoes US5.5-11.5,shoes,Walking,high_confidence,True,1.0,781.0,7.0,26,1,0,2,4.1,8.0
B09XD7WV6C,"The Children's Place Boys Long Sleeve, Sherpa Lined, Zip-front Hoodie Sweatshirt",clothing,Fashion Hoodies & Sweatshirts,high_confidence,True,1.0,140.0,7.0,20,1,3,2,4.7,8.0
B09YCZSKRY,VINAIDA Small Crossbody Wallet Phone Bag Women Mini Crossbody Purse Cell Phone Shoulder Bag Mini Wallet Over Shoulder Strap,bags,Crossbody Bags,high_confidence,True,1.0,3040.0,70.0,28,13,16,22,4.6,8.0
B09YKFSDWX,Johari West Men's Big and Tall Short Sleeve Tropical Hawaiian Cotton Shirt,clothing,T-Shirts,high_confidence,True,1.0,1020.0,12.0,83,1,2,2,4.7,9.0
B09YLY9SY5,COFACE Men’s-sport-flip flops-Casual-Comfort-Sandals-With Arch Support-Outdoor-Beach-Size 7~13,shoes,Sandals,high_confidence,True,1.0,1117.0,4.0,18,1,2,1,4.2,8.0
B09YT8R9P2,Reffeer 925 Sterling Silver Leaf Tassel Threader Earrings Drops for Women Girls Leaf Dangle Earrings Chain,jewelry,Drop & Dangle,high_confidence,True,1.0,414.0,8.0,21,2,3,2,4.6,8.0
B09YTZ1H4D,USHTH Black Waterproof Rain Boot Shoe Cover with reflector (1 Pair) (Medium),shoes,Rain Footwear,high_confidence,True,1.0,7999.0,73.0,21,7,6,12,4.0,9.0
B09YYHM6JX,SCODI Mens Flannel Plaid Shirt Casual Button Down Shirt Regular Fit Long Sleeve Shirts,clothing,Casual Button-Down Shirts,high_confidence,True,1.0,336.0,11.0,15,1,3,2,4.4,8.0
B09YYT5KT2,SIXDAYSOX No Show Socks Women for Flats 4 to 8 Pack Non Slip Invisible Ultra Low Cut Socks Shoe Size 5-8/9-11,clothing,No Show & Liner Socks,high_confidence,True,1.0,3839.0,20.0,62,2,3,5,4.4,8.0
B09Z9G7HW2,"GAYHAY 3 Pack Womens Biker Shorts - 5"" High Waisted Buttery Soft Shorts for Athletic Workout Yoga",clothing,Active Shorts,high_confidence,True,1.0,3040.0,68.0,87,14,13,17,4.4,8.0
B09ZPGNHM3,CHOWISH Womens Fuzzy Slipper Socks Super Soft Microfiber Fluffy Cozy Winter Warm Fuzzy Crew Socks,clothing,Slipper Socks,high_confidence,True,1.0,244.0,4.0,16,1,2,2,4.6,8.0
B09ZQ1NNBX,WYAQJLV Small Crossbody Bag Cell Phone Purse Designers Running Armbag Luxury Women Shoulder Bags Mini Wallet Purse Over Shoulder Strap,bags,Crossbody Bags,high_confidence,True,1.0,389.0,9.0,28,2,3,0,4.1,8.0
B0B12H7G7V,"Medsuo Adjustable Bowtie, Men BowtiePre-Tied Bow Tie for Parties",accessories,Bow Ties,high_confidence,True,1.0,1309.0,4.0,15,1,2,3,4.6,8.0
B0B1532XCR,GOBLES Women's Ruched Knee Length Cocktail Off Shoulder Bodycon Club Party Dress,clothing,Club & Night Out,high_confidence,True,1.0,207.0,4.0,28,1,1,0,4.1,9.0
B0B19838BK,Accutime Kids Marvel Spider-Man Digital Quartz Plastic Watch for Boys & Girls with LCD Display,watches,Wrist Watches,high_confidence,True,1.0,19107.0,56.0,30,6,8,7,4.5,8.0
B0B1DRXCCK,HOULENGS Women's Stand Collar Crop Puffer Vest Lightweight Sleeveless Winter Warm Outerwear Puffer Vest Padded Gilet,clothing,Vests,high_confidence,True,1.0,985.0,10.0,13,1,2,0,4.5,8.0
B0B2DXWVW9,BTFBM Women Elegant Long Sleeve One Shoulder Cocktail Dress Bodycon Ruched Tie Waist Wrap Dress Solid Color Midi Party Dress,clothing,Dresses,high_confidence,True,1.0,534.0,17.0,25,1,3,3,4.2,8.0
B0B2KK4V2W,Gioberti Men's Plaid Short Sleeve Shirt,clothing,Casual Button-Down Shirts,high_confidence,True,1.0,2760.0,39.0,25,6,10,6,4.5,8.0
B0B3D5CSLZ,WEESO Turtleneck Sweater Women Fitted Knit Casual Jumper Tops,clothing,Pullovers,high_confidence,True,1.0,385.0,10.0,50,6,2,4,4.2,8.0
B0B3RC268V,Womens Striped Long Sleeve T Shirts Color Block Comfy Casual Blouses Tunics Tops Fashion Clothes,clothing,T-Shirts,high_confidence,True,1.0,2463.0,22.0,65,5,2,8,4.2,8.0
B0B3XDMC95,HUABOLA CALYN Belt Buckle for Men- Unique Luminous Stone Native American White 3D Scorpion Animal Belt Buckle for Women,clothing,Belt Buckles,high_confidence,True,1.0,574.0,6.0,18,2,1,2,4.2,8.0
B0B458MD3X,Two Custom Engraved Aluminum Luggage Tags (Black),luggage,Luggage Tags,high_confidence,True,1.0,690.0,24.0,17,2,4,2,4.8,8.0
B0B45WQNSC,"HeyNuts Essential Biker Shorts for Women, High Waisted Workout Compression Yoga Shorts 4''/ 6''/ 8''",clothing,Active Shorts,high_confidence,True,1.0,1682.0,32.0,40,3,6,7,4.6,8.0
B0B49MQBSK,Huasemy Plus Size Outfits for Women Tracksuits Long Sleeve Slant Shoulder Asymmetrica Tops Bodycon Pants Sweatsuit Sets,clothing,Tracksuits,high_confidence,True,1.0,1086.0,13.0,26,2,1,0,3.8,8.0
B0B4D3YNXP,Alaroo Long Sleeve Tunic Tops For Women Crew Neck Sweatshirt Casual Sweaters Buttons Side,clothing,Fashion Hoodies & Sweatshirts,high_confidence,True,1.0,184.0,6.0,14,1,1,1,4.2,8.0
B0B4GGT4KC,Under Armour Men's Surge 3 Running Shoe,shoes,Road Running,high_confidence,True,1.0,3052.0,24.0,62,5,5,8,4.5,9.0
B0B4Q1671Z,Reebok Men’s Underwear – Big and Tall Long Leg Performance Boxer Briefs (3 Pack)(2XL – 4XL),clothing,Boxer Briefs,high_confidence,True,1.0,338.0,8.0,15,1,2,2,4.7,9.0
B0B4VPZRRR,CATHY Women Summer Tunic Tops Casual Short Sleeve Fashion Crochet Lace T-shirt Pleated Fit Blouses,clothing,Tunics,high_confidence,True,1.0,462.0,15.0,13,2,4,3,4.5,8.0
B0B4W37CRS,isotoner Men's Moccasin Slippers,shoes,Slippers,high_confidence,True,1.0,1329.0,13.0,10,0,1,3,4.2,9.0
B0B4WP4H23,DAVID ARCHY Men's Micro Modal Underwear Cotton Blend Breathable Soft Luxury Comfort Boxer Briefs in 3 Pack,clothing,Boxer Briefs,high_confidence,True,1.0,1080.0,12.0,16,1,1,1,4.6,8.0
B0B4YZ2PGL,Skechers Men's Max Fairway 3 Arch Fit Spikeless Golf Shoe Sneaker,shoes,Golf,high_confidence,True,1.0,308.0,9.0,13,1,1,2,4.6,9.0
B0B53H6J51,MANGOPOP Mock Neck Cutout Front T Shirt Sleeveless Long Sleeve Short Sleeve Bodysuit for Women,clothing,Bodysuits,high_confidence,True,1.0,3743.0,57.0,41,15,25,7,4.5,8.0
