parent_asin,selection_frequency,quality_tier
B09ST32568,1.0,high_confidence
B09TQFV6DW,1.0,high_confidence
B09TSLQ3B5,1.0,high_confidence
B09TXBS2T6,1.0,high_confidence
B09TYMKX6L,1.0,high_confidence
B09TZNPKQ3,1.0,high_confidence
B09V5CMRQX,1.0,high_confidence
B09VCG2YGK,1.0,high_confidence
B09VD2299T,1.0,high_confidence
B09VG8FGYC,1.0,high_confidence
B09VRSZ81X,1.0,high_confidence
B09WVN21NG,1.0,high_confidence
B09X1V17QL,1.0,high_confidence
B09X4GG71T,1.0,high_confidence
B09XD7WV6C,1.0,high_confidence
B09YCZSKRY,1.0,high_confidence
B09YKFSDWX,1.0,high_confidence
B09YLY9SY5,1.0,high_confidence
B09YT8R9P2,1.0,high_confidence
B09YTZ1H4D,1.0,high_confidence
B09YYHM6JX,1.0,high_confidence
B09YYT5KT2,1.0,high_confidence
B09Z9G7HW2,1.0,high_confidence
B09ZPGNHM3,1.0,high_confidence
B09ZQ1NNBX,1.0,high_confidence
B0B12H7G7V,1.0,high_confidence
B0B1532XCR,1.0,high_confidence
B0B19838BK,1.0,high_confidence
B0B1DRXCCK,1.0,high_confidence
B0B2DXWVW9,1.0,high_confidence
B0B2KK4V2W,1.0,high_confidence
B0B3D5CSLZ,1.0,high_confidence
B0B3RC268V,1.0,high_confidence
B0B3XDMC95,1.0,high_confidence
B0B458MD3X,1.0,high_confidence
B0B45WQNSC,1.0,high_confidence
B0B49MQBSK,1.0,high_confidence
B0B4D3YNXP,1.0,high_confidence
B0B4GGT4KC,1.0,high_confidence
B0B4Q1671Z,1.0,high_confidence
B0B4VPZRRR,1.0,high_confidence
B0B4W37CRS,1.0,high_confidence
B0B4WP4H23,1.0,high_confidence
B0B4YZ2PGL,1.0,high_confidence
B0B53H6J51,1.0,high_confidence
B0B55WVVYD,1.0,high_confidence
B0B64YFD9N,1.0,high_confidence
B0B67T4QRV,1.0,high_confidence
B0B6CDMGVX,1.0,high_confidence
B0B6DF75NR,1.0,high_confidence
B0B6FZBDSM,1.0,high_confidence
B0B6QXR6K1,1.0,high_confidence
B0B6T154HC,1.0,high_confidence
B0B6TPKVHX,1.0,high_confidence
B0B7J5CBDK,1.0,high_confidence
B0B7KW687Z,1.0,high_confidence
B0B7Q1MN1J,1.0,high_confidence
B0B87VBTT2,1.0,high_confidence
B0B89SD66J,1.0,high_confidence
B0B8HTPBLR,1.0,high_confidence
B0B8TMX7G7,1.0,high_confidence
B0B94KWF3W,1.0,high_confidence
B0B96H6C84,1.0,high_confidence
B0B96L3R51,1.0,high_confidence
B0B97JNGGY,1.0,high_confidence
B0B9ZYMTGH,1.0,high_confidence
B0BB69XF89,1.0,high_confidence
B0BB7MV494,1.0,high_confidence
B0BBB4DDQ9,1.0,high_confidence
B0BBGHSP2S,1.0,high_confidence
B0BBWJNL9X,1.0,high_confidence
B0BCF8QTSC,1.0,high_confidence
B0BCFYRV6W,1.0,high_confidence
B0BCXGB2Q4,1.0,high_confidence
B0BDFJSRFY,1.0,high_confidence
B0BDGN9PNC,1.0,high_confidence
B0BDVKH9J6,1.0,high_confidence
B0BFCKB2QN,1.0,high_confidence
B0BFDSYQPP,1.0,high_confidence
B0BFS2LF46,1.0,high_confidence
B0BFV7LR3F,1.0,high_confidence
B0BG4G4R72,1.0,high_confidence
B0BG9RPKPP,1.0,high_confidence
B0BGCL426M,1.0,high_confidence
B0BGJ81PNQ,1.0,high_confidence
B0BGJ85RYM,1.0,high_confidence
B0BGM1R72N,1.0,high_confidence
B0BGQFMD6L,1.0,high_confidence
B0BH113WW9,1.0,high_confidence
B0BHNNQYX8,1.0,high_confidence
B0BHPR49M8,1.0,high_confidence
B0BJ5YN2LW,1.0,high_confidence
B0BJBC8H4M,1.0,high_confidence
B0BJVWCSKQ,1.0,high_confidence
B0BJVX7YKG,1.0,high_confidence
B0BKG4BQWV,1.0,high_confidence
B0BKGJGZ2X,1.0,high_confidence
B0BKL2R1WX,1.0,high_confidence
B0BKL8YHNL,1.0,high_confidence
B0BKNQ4L1P,1.0,high_confidence
B0BKR754VG,1.0,high_confidence
B0BKV4GGCX,1.0,high_confidence
B0BKW2MXRT,1.0,high_confidence
B0BLW17ZWL,1.0,high_confidence
B0BM4WGCJ6,1.0,high_confidence
B0BM4ZR186,1.0,high_confidence
B0BM7477G1,1.0,high_confidence
B0BM9HQPTW,1.0,high_confidence
B0BMKSZG5N,1.0,high_confidence
B0BMQ2PD2V,1.0,high_confidence
B0BN7LV274,1.0,high_confidence
B0BNH6H664,1.0,high_confidence
B0BNYK4FJX,1.0,high_confidence
B0BQ32FHW4,1.0,high_confidence
B0BR1RM8BS,1.0,high_confidence
B0BR4PLQGN,1.0,high_confidence
B0BRS7FDPT,1.0,high_confidence
B0BRXPDGDC,1.0,high_confidence
B0BS5D6MC7,1.0,high_confidence
B0BT8PMKPV,1.0,high_confidence
B0BTPBLGK2,1.0,high_confidence
B0BV2C1V44,1.0,high_confidence
B0BV7BBRS6,1.0,high_confidence
B0BV9NRN5W,1.0,high_confidence
B0BVFNRYFP,1.0,high_confidence
B0BVZMQT1N,1.0,high_confidence
B0BW13FVNR,1.0,high_confidence
B0BW84X65T,1.0,high_confidence
B0BW9JYZS9,1.0,high_confidence
B0BWJKZ9GX,1.0,high_confidence
B0BWRTCHMG,1.0,high_confidence
B0BX5GKSXL,1.0,high_confidence
B0BXJ2ZK4X,1.0,high_confidence
B0BXXH77N8,1.0,high_confidence
B0BY2J9B43,1.0,high_confidence
B0BY2KGLW8,1.0,high_confidence
B0BY8NS7K2,1.0,high_confidence
B0BYCW1T1C,1.0,high_confidence
B0BYVQYLHR,1.0,high_confidence
B0BZ5BL53L,1.0,high_confidence
B0BZJG18G6,1.0,high_confidence
B0BZNG28LF,1.0,high_confidence
B0BZRNQW99,1.0,high_confidence
B0BZWZSM7D,1.0,high_confidence
B0C1582KYJ,1.0,high_confidence
B0C19S5XH1,1.0,high_confidence
B0C1RQQL92,1.0,high_confidence
B0C1TWVRDS,1.0,high_confidence
B0C1ZVKCXB,1.0,high_confidence
B0C246QRQS,1.0,high_confidence
B0C2ZF7J11,1.0,high_confidence
B0C2ZYPFSG,1.0,high_confidence
B0C31KQH8P,1.0,high_confidence
B0C34BPMH5,1.0,high_confidence
B0C371CSNQ,1.0,high_confidence
B0C377NMF4,1.0,high_confidence
B0C3B3B2VM,1.0,high_confidence
B0C3CRDQQG,1.0,high_confidence
B0C3DJL126,1.0,high_confidence
B0C3MYXFPL,1.0,high_confidence
B0C3NP8B1B,1.0,high_confidence
B0C3RBVYJP,1.0,high_confidence
B0C4F5WFWB,1.0,high_confidence
B0C4HGYDMF,1.0,high_confidence
B0C4Q394KD,1.0,high_confidence
B0C53SPS6C,1.0,high_confidence
B0C5MH6KT2,1.0,high_confidence
B0C5MMSVHV,1.0,high_confidence
B0C5RK52ML,1.0,high_confidence
B0C5TKHCRK,1.0,high_confidence
B0C6BY2TSP,1.0,high_confidence
B0C6F1Y793,1.0,high_confidence
B0C6TT7L94,1.0,high_confidence
B0C73DSG4D,1.0,high_confidence
B0C77SLZYX,1.0,high_confidence
B0C7RCFTTJ,1.0,high_confidence
B0C8L59GRR,1.0,high_confidence
B0000ZSJA8,0.99,high_confidence
B00G8P3RLK,0.99,high_confidence
B011R3HAF6,0.99,high_confidence
B0792QTYTF,0.99,high_confidence
B07THMZZGM,0.99,high_confidence
B07XDXXX6D,0.99,high_confidence
B08371SW2T,0.99,high_confidence
B08CZ8BRZ3,0.99,high_confidence
B08L27M23G,0.99,high_confidence
B09D8KM6JM,0.99,high_confidence
B09JVB9G5P,0.99,high_confidence
B09NB67R3X,0.99,high_confidence
B09WHKT57P,0.99,high_confidence
B09ZNQ46NT,0.99,high_confidence
B09ZYDW9K3,0.99,high_confidence
B0B7BPDNFR,0.99,high_confidence
B0BHQXYZCB,0.99,high_confidence
B0089552RE,0.98,high_confidence
B00E7ONSWC,0.98,high_confidence
B00PY4XCIO,0.98,high_confidence
B00VLR11G8,0.98,high_confidence
B07C3XB2H1,0.98,high_confidence
B07DDZM3LS,0.98,high_confidence
B07L5MZ4CB,0.98,high_confidence
B07L6LHFB9,0.98,high_confidence
B0827QWXCD,0.98,high_confidence
B087823R6J,0.98,high_confidence
B08P58ZXLR,0.98,high_confidence
B08PGTZN4N,0.98,high_confidence
B08TWHPYMD,0.98,high_confidence
B08ZJDHBDQ,0.98,high_confidence
B096DQ1KCP,0.98,high_confidence
B09FD49FYP,0.98,high_confidence
B09K45CY6K,0.98,high_confidence
B09P8JTT4S,0.98,high_confidence
B09QHP674V,0.98,high_confidence
B09WJ4Z19L,0.98,high_confidence
B09WYJ5BQG,0.98,high_confidence
B09XSPHT43,0.98,high_confidence
B0BFB98BJN,0.98,high_confidence
B0BHNVVPWR,0.98,high_confidence
B0BMWSD77X,0.98,high_confidence
B0BN27JBM1,0.98,high_confidence
B0BNLLJGZX,0.98,high_confidence
B0BX2SMVG8,0.98,high_confidence
B0BXXKMHD2,0.98,high_confidence
B0BYSVSDMQ,0.98,high_confidence
B0C3BCTP3Y,0.98,high_confidence
B0C4NH42NH,0.98,high_confidence
B074P3TQ16,0.97,high_confidence
B07JDJJ61Z,0.97,high_confidence
B07NBTQ6FB,0.97,high_confidence
B0883VHCMN,0.97,high_confidence
B08G1C1LSM,0.97,high_confidence
B09BC87V19,0.97,high_confidence
B0B15MSH71,0.97,high_confidence
B0BV5TB2PP,0.97,high_confidence
B0BVFRCTYL,0.97,high_confidence
B010WEBZG6,0.96,high_confidence
B078RTBVZ9,0.96,high_confidence
B07BDHKF3L,0.96,high_confidence
B07X4YH5VT,0.96,high_confidence
B081RGJY4D,0.96,high_confidence
B082YV16C7,0.96,high_confidence
B0853BRL4Y,0.96,high_confidence
B089FPCMPZ,0.96,high_confidence
B094YRF22D,0.96,high_confidence
B098D763TL,0.96,high_confidence
B09KC8VMDH,0.96,high_confidence
B00UP6AG6W,0.95,high_confidence
B0721R3422,0.95,high_confidence
B07GN8HSBW,0.95,high_confidence
B07QH15GHT,0.95,high_confidence
B0855QNTTC,0.95,high_confidence
B088632R66,0.95,high_confidence
B08C2PBJQ3,0.95,high_confidence
B08DBSW2KZ,0.95,high_confidence
B0957J77WF,0.95,high_confidence
B09Q635H8R,0.95,high_confidence
B09XT5HRBD,0.95,high_confidence
B082QZZQYK,0.94,high_confidence
B092SWBX9R,0.94,high_confidence
B0983577HQ,0.94,high_confidence
B00IMV2YR6,0.93,high_confidence
B072LYP6Z9,0.93,high_confidence
B07FWGGCR3,0.93,high_confidence
B08BZ6FGSL,0.93,high_confidence
B08MW8TRS4,0.93,high_confidence
B0BVFGK1PY,0.93,high_confidence
B004HKSDO4,0.92,high_confidence
B07QVG2FFM,0.92,high_confidence
B083JJ1XJJ,0.92,high_confidence
B087L3BBGD,0.92,high_confidence
B08G1WN3Z7,0.92,high_confidence
B08V82WLLX,0.92,high_confidence
B08YJ8BV6P,0.92,high_confidence
B09876VXMC,0.92,high_confidence
B0B3JV7YHF,0.92,high_confidence
B07JNFZVQP,0.91,high_confidence
B07YLVRPYW,0.91,high_confidence
B07YY2YSH9,0.91,high_confidence
B08C4SWQZL,0.91,high_confidence
B0BZVB5V2S,0.91,high_confidence
B00IM5EXN0,0.9,high_confidence
B00IOT39RA,0.9,high_confidence
B09GS6P1ML,0.9,high_confidence
B09TFHCSKT,0.9,high_confidence
B0BQ6NFR7Q,0.9,high_confidence
B0BQJDDPSC,0.9,high_confidence
B0073D4YAO,0.89,high_confidence
B07MGJCB83,0.89,high_confidence
B08ZCRPDL5,0.89,high_confidence
B09GT64JCG,0.89,high_confidence
B09KSYS2DD,0.89,high_confidence
B0B58WVKXC,0.89,high_confidence
B0B8H4V7KF,0.89,high_confidence
B0C6542QR2,0.89,high_confidence
B013YRRFJ4,0.88,high_confidence
B075TTXV65,0.88,high_confidence
B078BPWWPX,0.88,high_confidence
B07BLNDH2D,0.88,high_confidence
B07QXJ6J3F,0.88,high_confidence
B07XX7BM4T,0.88,high_confidence
B07ZQGLRH4,0.88,high_confidence
B081FK41NY,0.88,high_confidence
B08DQ4J5SK,0.88,high_confidence
B09VB627B2,0.88,high_confidence
B09YSQQWKM,0.88,high_confidence
B0B611JGLD,0.88,high_confidence
B0BWFW729N,0.88,high_confidence
B0C62X675S,0.88,high_confidence
B01LYZ2810,0.87,high_confidence
B01M0LY5GH,0.87,high_confidence
B072F2ZSKS,0.87,high_confidence
B07F736NS8,0.87,high_confidence
B07T7N7K2F,0.87,high_confidence
B0855WRV43,0.87,high_confidence
B08Z32GJRX,0.87,high_confidence
B001KSFIS0,0.86,high_confidence
B01MXZT0NI,0.86,high_confidence
B07FVFJG6K,0.86,high_confidence
B08BW4748F,0.86,high_confidence
B09DBRW4DZ,0.86,high_confidence
B0BM4JDVYC,0.86,high_confidence
B0BRVFND5P,0.86,high_confidence
B0BTZYNWK7,0.86,high_confidence
B0007WB3KM,0.85,high_confidence
B00C57A5XI,0.85,high_confidence
B07JQG3H6L,0.85,high_confidence
B07NQBR5TW,0.85,high_confidence
B07QMS6WQW,0.85,high_confidence
B07QN83S6J,0.85,high_confidence
B07SRY4LSW,0.85,high_confidence
B085G1X2J5,0.85,high_confidence
B09BJR5R81,0.85,high_confidence
B09XSC5Q5T,0.85,high_confidence
B0BRPKSDCS,0.85,high_confidence
B005LXUUXI,0.84,high_confidence
B07TSM177T,0.84,high_confidence
B09NZGBRH8,0.84,high_confidence
B07ZM7XV2C,0.83,high_confidence
B0886J4GPF,0.83,high_confidence
B0BW893YF6,0.83,high_confidence
B07XPF3JKZ,0.82,high_confidence
B0843W8YR6,0.82,high_confidence
B08JQD3G74,0.82,high_confidence
B08TQ7S2GW,0.82,high_confidence
B08533P5BH,0.81,high_confidence
B087ZN32SR,0.81,high_confidence
B0BT7ZY4M3,0.81,high_confidence
B0C7SMTSMT,0.81,high_confidence
B01DLTHCGQ,0.8,high_confidence
B07NNDWNLM,0.8,high_confidence
B09NRB8M4G,0.8,high_confidence
B0BP2C78KH,0.8,high_confidence
B010RK95IA,0.79,probable
B08CCDFWRL,0.79,probable
B08K7L6FR8,0.79,probable
B09NCXHNKF,0.79,probable
B0BNMLPZCB,0.79,probable
B0BQ2TSPVN,0.79,probable
B0BWJZZ69B,0.79,probable
B015NMB0GW,0.78,probable
B0767XVSMV,0.78,probable
B08CDMDGFW,0.78,probable
B08CKGYCM7,0.78,probable
B077CBR2WG,0.77,probable
B07CR89M8M,0.77,probable
B07F6C2FKW,0.77,probable
B07JMSHFKW,0.77,probable
B0881GHY6L,0.77,probable
B09SGDX3Q7,0.77,probable
B0BLXCW65Z,0.77,probable
B07BXXYZPQ,0.76,probable
B07H5QHKRZ,0.76,probable
B07V4YJ9BZ,0.76,probable
B08STDCQRN,0.76,probable
B094DZCZ9F,0.76,probable
B09JBZMQ6D,0.76,probable
B00SJ7E6U6,0.75,probable
B083NJCHW6,0.75,probable
B08RCTF5X2,0.75,probable
B09C1D9WJ1,0.75,probable
B0B7JBJ9FQ,0.75,probable
B0BS17XR77,0.75,probable
B0BSGTTGNP,0.75,probable
B07BL56MCJ,0.74,probable
B07R6MN91Z,0.74,probable
B09MJ7DCMZ,0.74,probable
B0C2JBR98W,0.74,probable
B0943ZSRXM,0.73,probable
B097QQQJRV,0.73,probable
B09XD414G4,0.73,probable
B0BLGLR7TP,0.73,probable
B0C3MH6R1C,0.73,probable
B0102GNOF4,0.72,probable
B0B4JV4721,0.72,probable
B0B7QXV7K2,0.72,probable
B083FN89LV,0.71,probable
B08ZMK3JHL,0.71,probable
B0B2D67JR4,0.71,probable
B09BN8WM1T,0.7,probable
B0BMQGCVVP,0.7,probable
B00X36350K,0.69,probable
B0956YJV67,0.69,probable
B0B8Z2G8W1,0.69,probable
B00ME7Z07A,0.68,probable
B079FDJRPW,0.68,probable
B07B3JDDM5,0.68,probable
B08CH8SN9D,0.68,probable
B08RXSLCNH,0.68,probable
B085YCLPMC,0.67,probable
B09BQXF71Y,0.67,probable
B09HQDGCB7,0.67,probable
B09M9GVF85,0.67,probable
B0BGGGB87F,0.67,probable
B0BHCVFKG1,0.67,probable
B0BY8NSJHQ,0.67,probable
B00BY3Y2W4,0.66,probable
B00Q4AHX8W,0.66,probable
B07SMWW66T,0.66,probable
B098WSZ5KD,0.66,probable
B0C5QK31XB,0.66,probable
B07JPLHZPY,0.65,probable
B07Y2JMSF8,0.65,probable
B08K5T88KY,0.65,probable
B08S6LP657,0.65,probable
B0B5HLH1DB,0.65,probable
B00F0FT5G0,0.64,probable
B07BCP8DG5,0.64,probable
B07D8S9ZP3,0.64,probable
B07TG8KWF9,0.64,probable
B08LTTB823,0.64,probable
B0932HQKBZ,0.64,probable
B00QJO2X9M,0.63,probable
B076TX973V,0.63,probable
B07SX1ZSNW,0.63,probable
B09TT3XKNF,0.63,probable
B003STEIJ4,0.62,probable
B00DDQAJXQ,0.62,probable
B00WMN12QE,0.62,probable
B07CK79Z58,0.62,probable
B07K3QT2YJ,0.62,probable
B093GJJMYH,0.62,probable
B07DPM8H8B,0.61,probable
B08T65HDWX,0.61,probable
B096T2RJV6,0.61,probable
B0B2WWQ4TL,0.61,probable
B0BLRY959B,0.61,probable
B0BY1MFJBZ,0.61,probable
B0C6XSFWC6,0.61,probable
B01BN0MJZ4,0.6,probable
B074HTR9BR,0.6,probable
B07B5P7T9B,0.6,probable
B07WPBGKJP,0.6,probable
B08FR3P7JM,0.6,probable
B0BHQQP3D2,0.6,probable
B07B8KP2LD,0.59,probable
B088876LP6,0.59,probable
B0B6PBLHVY,0.59,probable
B003Y8YPYW,0.58,probable
B075P61RR9,0.58,probable
B07BTJJ57W,0.58,probable
B083LV7JB1,0.58,probable
B08HSJ6764,0.58,probable
B0BGBSFKPG,0.58,probable
B006TC6Q1K,0.57,probable
B077XYDD1G,0.57,probable
B079163NPP,0.57,probable
B0899R2Y27,0.57,probable
B0BLZ4HQ36,0.57,probable
B0BYCB96ZM,0.57,probable
B07PNBDWWC,0.56,probable
B081FSGL5S,0.56,probable
B08NPT6P2Z,0.56,probable
B07RSPRYKX,0.55,probable
B09FPXQHHC,0.55,probable
B072XLPWJM,0.54,probable
B07ZHXZVFL,0.54,probable
B084GFK3GR,0.54,probable
B095233S9C,0.54,probable
B01CMSCGJU,0.53,probable
B089ND4QQ4,0.53,probable
B08MXLQCQV,0.53,probable
B09JVPNMLM,0.53,probable
B0C62L7L5K,0.53,probable
B07P6P7HJS,0.52,probable
B07Q2SFRRX,0.52,probable
B09L6NMKDM,0.52,probable
B0BVW94PP2,0.52,probable
B01M22QTWT,0.51,probable
B0878R23LL,0.51,probable
B08N6VDT2H,0.51,probable
B09HXY9NP6,0.51,probable
B09MF9SNPD,0.51,probable
B0B4VHPY8W,0.51,probable
B0BG36TBVJ,0.51,probable
B095RFLQRW,0.5,probable
B09ZVDMGCL,0.5,probable
B00YD4ZHQ6,0.49,uncertain
B07Z18Y874,0.49,uncertain
B09X36FBL8,0.49,uncertain
B09X472KHQ,0.49,uncertain
B0BG8R3H31,0.49,uncertain
B073PTNXC6,0.48,uncertain
B07C1LT9JL,0.48,uncertain
B07DRBYZLD,0.48,uncertain
B08T9T3BDH,0.48,uncertain
B09LV3DF8T,0.48,uncertain
B0BXKXJMB5,0.48,uncertain
B007VQR0H2,0.47,uncertain
B00UM0JEWI,0.47,uncertain
B07RGTCK8K,0.47,uncertain
B07RPV75CN,0.47,uncertain
B08H8HFKGC,0.47,uncertain
B093QYC9WY,0.47,uncertain
B09WG2J6RW,0.47,uncertain
B0B79LH75D,0.47,uncertain
B0BYFDFW71,0.47,uncertain
B01BN0MLE8,0.46,uncertain
B01J5S52E6,0.46,uncertain
B07872NQ59,0.46,uncertain
B097J5QK66,0.46,uncertain
B099PML187,0.46,uncertain
B09Z8P644K,0.46,uncertain
B0B2D7VTYF,0.46,uncertain
B0B3RFJ2D5,0.46,uncertain
B07RQV71FM,0.45,uncertain
B07V5JDJZT,0.45,uncertain
B0815L9YHT,0.45,uncertain
B086HP22C1,0.45,uncertain
B08GKRB554,0.45,uncertain
B08HRDCDFM,0.45,uncertain
B098Q55YTZ,0.45,uncertain
B09PG5T16S,0.45,uncertain
B09Q958RYN,0.45,uncertain
B0BMP95FRG,0.45,uncertain
B0BNL5B54Z,0.45,uncertain
B0BR86BXJB,0.45,uncertain
B0C5K1LH6B,0.45,uncertain
B01N5HF8DG,0.44,uncertain
B09FTKDQW8,0.44,uncertain
B01BXAP1HM,0.43,uncertain
B073R28KLW,0.43,uncertain
B07VLFBWGL,0.43,uncertain
B07ZPG6XC2,0.43,uncertain
B08NZNQ69V,0.43,uncertain
B0BBH9LKRZ,0.43,uncertain
B01N3BA0Z6,0.42,uncertain
B0763ZDNMG,0.42,uncertain
B07DD98Q7R,0.42,uncertain
B08VW58GZ3,0.42,uncertain
B00PRR6AAK,0.41,uncertain
B01NBQ175T,0.41,uncertain
B07CLL4FN5,0.41,uncertain
B07XFGNKQR,0.41,uncertain
B0BKLJH7WR,0.41,uncertain
B00N3643AG,0.4,uncertain
B08MZMPBLF,0.4,uncertain
B0B2CZL82K,0.4,uncertain
B0B5SSB8HD,0.4,uncertain
B093QSBV8K,0.39,uncertain
B09B74DT5J,0.39,uncertain
B0B2DNJTVB,0.39,uncertain
B0BFGML1WG,0.39,uncertain
B0BR13H8L1,0.39,uncertain
B007X08VHY,0.38,uncertain
B00VRC25PS,0.38,uncertain
B077R8B358,0.38,uncertain
B07YW69ZMN,0.38,uncertain
B0B5ZXH8Q4,0.38,uncertain
B00FQCSMVG,0.37,uncertain
B06X1CNL76,0.37,uncertain
B07HJDBN4L,0.37,uncertain
B087BWRBBS,0.37,uncertain
B09JSQ86LH,0.37,uncertain
B09WMXSJX1,0.37,uncertain
B07H5278M9,0.36,uncertain
B07J6R5K8C,0.36,uncertain
B07MHQQYR8,0.36,uncertain
B088813GTM,0.36,uncertain
B0BJTGN3NX,0.36,uncertain
B0C6DZ6C4N,0.36,uncertain
B07R8B94W8,0.35,uncertain
B07TSF9GW3,0.35,uncertain
B0B4KLD7S7,0.35,uncertain
B0BK88QWTG,0.35,uncertain
B07LH6Z61G,0.34,uncertain
B08417XN9W,0.34,uncertain
B08Q1VLJKF,0.34,uncertain
B01NCKB9XJ,0.33,uncertain
B07S7HS2LB,0.33,uncertain
B09BDBLFBF,0.33,uncertain
B09W8HSXPT,0.33,uncertain
B00DHHO3Y2,0.32,uncertain
B01809VNBM,0.32,uncertain
B07VWD9M2H,0.32,uncertain
B08GP1VBFR,0.32,uncertain
B08JHW1CCH,0.32,uncertain
B09L7Q1RPD,0.32,uncertain
B0B5PNNHYQ,0.32,uncertain
B006WVEKPM,0.31,uncertain
B018EJ8EY2,0.31,uncertain
B07VQCVW8H,0.31,uncertain
B08BYNYJB1,0.31,uncertain
B08K19CXG2,0.31,uncertain
B09NBNK742,0.31,uncertain
B09T9MWYR9,0.31,uncertain
B07NBTTBJY,0.3,uncertain
B07QN2D6BY,0.3,uncertain
B08XZH4TMC,0.3,uncertain
B0BHHTRD2R,0.3,uncertain
B0BM3MZRJC,0.3,uncertain
B0BQJTN1HZ,0.3,uncertain
B003JJ9BT0,0.29,uncertain
B074FW6PH3,0.29,uncertain
B07TG9NMKM,0.29,uncertain
B08B8T9BMS,0.29,uncertain
B08KKBCVZ2,0.29,uncertain
B09NLYRYNH,0.29,uncertain
B0728BNL9N,0.28,uncertain
B073R13NT4,0.28,uncertain
B08SWNVC47,0.28,uncertain
B0B87BPPH5,0.28,uncertain
B0BRFPWVF6,0.28,uncertain
B06XYN5XBD,0.27,uncertain
B07NPWJVPS,0.27,uncertain
B07X7KPTKF,0.27,uncertain
B094QV9ZCM,0.27,uncertain
B019HN7Z6W,0.26,uncertain
B07ZHJJ62N,0.26,uncertain
B08ZNPTWK3,0.26,uncertain
B098FMN9JQ,0.26,uncertain
B09V7VH5ZQ,0.26,uncertain
B0B3V4M3JS,0.26,uncertain
B0007X9F7O,0.25,uncertain
B003Y8YSTE,0.25,uncertain
B00BKUV2K6,0.25,uncertain
B00LMG6AX2,0.25,uncertain
B08HH53TM9,0.25,uncertain
B00KGWWXUW,0.24,uncertain
B01D452V40,0.24,uncertain
B08JH3CJ6J,0.24,uncertain
B0C442VJ2M,0.24,uncertain
B07D8HX7TY,0.23,uncertain
B0BM9QJRRD,0.23,uncertain
B00DJOVMA6,0.22,uncertain
B014M1P0MU,0.22,uncertain
B01FHFRBL8,0.22,uncertain
B01JZ4JVBK,0.22,uncertain
B07N7GN2K5,0.22,uncertain
B07SC281L2,0.22,uncertain
B0877KLSR2,0.22,uncertain
B08G4HJPG2,0.22,uncertain
B0BFHQR5XV,0.22,uncertain
B01LWYIHJE,0.21,uncertain
B07PQRJHLC,0.21,uncertain
B07RH3X411,0.21,uncertain
B0BC96VY5K,0.21,uncertain
B00E1ITZIA,0.2,uncertain
B00FZ603NI,0.2,uncertain
B07PMT7YLZ,0.2,uncertain
B098QFV32Y,0.2,uncertain
B09FDV8KZ8,0.2,uncertain
B09JSZ8WF2,0.2,uncertain
B0B2DZ86VR,0.2,uncertain
B0BV6747SQ,0.2,uncertain
B01BMYTAR6,0.19,low_likelihood
B07N3DTC8B,0.19,low_likelihood
B087CVWBWP,0.19,low_likelihood
B09HDNTT4X,0.19,low_likelihood
B0182OKCD0,0.18,low_likelihood
B06XS3LZ1P,0.18,low_likelihood
B07BVQTKBX,0.18,low_likelihood
B07RYS9CPP,0.18,low_likelihood
B07ZTFM5J9,0.18,low_likelihood
B0C6YL7XCZ,0.18,low_likelihood
B07BVBK47D,0.17,low_likelihood
B07L629WL1,0.17,low_likelihood
B07MV1S6TR,0.17,low_likelihood
B08LND87SB,0.17,low_likelihood
B09G88HY46,0.17,low_likelihood
B09XQYP9CP,0.17,low_likelihood
B0B8YW7XN1,0.17,low_likelihood
B0BR37HVLR,0.17,low_likelihood
B0BWL4M256,0.17,low_likelihood
B00D38Y6JW,0.16,low_likelihood
B0743B5GGT,0.16,low_likelihood
B077KGQZQW,0.16,low_likelihood
B07VRYY6G4,0.16,low_likelihood
B07W9LSVM8,0.16,low_likelihood
B08K8HVG2F,0.16,low_likelihood
B09PC2R4KH,0.16,low_likelihood
B0BVTS4HY5,0.16,low_likelihood
B06WD47J7S,0.15,low_likelihood
B07KQM11QP,0.15,low_likelihood
B07X7ND7T7,0.15,low_likelihood
B082VRPCBZ,0.15,low_likelihood
B0993R5LG5,0.15,low_likelihood
B09CDC14HG,0.15,low_likelihood
B0B3CK9NW6,0.15,low_likelihood
B0B7NM6ZWW,0.15,low_likelihood
B0BTXB1QBK,0.15,low_likelihood
B00DIVTMIO,0.14,low_likelihood
B07B3XJV3M,0.14,low_likelihood
B07HHYDKK7,0.14,low_likelihood
B07VM8F7SL,0.14,low_likelihood
B08LFD64NT,0.14,low_likelihood
B08QQ3XTKX,0.14,low_likelihood
B09MN9R8K4,0.14,low_likelihood
B01H36472A,0.13,low_likelihood
B08NRNHP9L,0.13,low_likelihood
B09K43SFGD,0.13,low_likelihood
B09Q5KYT7N,0.13,low_likelihood
B0BQHWYCPS,0.13,low_likelihood
B0BSGLK7MN,0.13,low_likelihood
B005J32E8Y,0.12,low_likelihood
B015ZIWZ7M,0.12,low_likelihood
B019DU6AL0,0.12,low_likelihood
B01H2O0JIE,0.12,low_likelihood
B07BWHH2QB,0.12,low_likelihood
B07HR5LDKB,0.12,low_likelihood
B088BLB7MN,0.12,low_likelihood
B0B1MYKJBB,0.12,low_likelihood
B0BJFJXB4Z,0.12,low_likelihood
B07JL2C7LV,0.11,low_likelihood
B07Z57TZRM,0.11,low_likelihood
B08DHF3KMD,0.11,low_likelihood
